X,Y,OBJECTID,Ppty_Name,Ppty_Addre,City,State,Zip,County,CD,TotalUnits,ActiveSubs,Owner,Latitude,Longitude,OwnerType,SbsdyEnd
-122.199920000208,37.7572499999876,365,Lions Creek Crossing III,930 66th Ave,Oakland,CA,94621,Alameda,13,106,1,Oakland Housing Authority,37.75725,-122.19992, ,
-122.199780000047,37.7572700000105,366,COLISEUM GARDENS PHASE II,6615 Leona Creek Dr,Oakland,CA,94621-3163,Alameda,13,146,1,RELATED,37.75727,-122.19978,For Profit,2021/12/31 00:00:00+00
-122.185060000219,37.7581999997303,367,ALLEN TEMPLE ARMS IV,7607 International Blvd,Oakland,CA,94621-2705,Alameda,13,24,2,Allen Temple Housing Corp IV,37.7582,-122.18506,Non-Profit,2022/08/21 00:00:00+00
-122.198719999728,37.7604199995833,368,PALO VISTA GARDENS,6403 Fenham St,Oakland,CA,94621-3711,Alameda,13,100,1,Oakland Housing Authority,37.76042,-122.19872, ,
-122.20207000043,37.7604300000445,369,1112 62ND,1112 62nd Ave,Oakland,CA,94621-3920,Alameda,13,2,1, ,37.76043,-122.20207, ,
-122.20207000043,37.7604300000445,370,1118 62ND,1118 62nd Ave,Oakland,CA,94621-3920,Alameda,13,2,1, ,37.76043,-122.20207, ,
-122.195579999717,37.7607199999281,371,LOCKWOOD GARDENS,1269 66th Ave,Oakland,CA,94621-3507,Alameda,13,372,1,Oakland Housing Authority,37.76072,-122.19558, ,
-122.163359999564,37.7609200001579,372,ALVINGROOM COURT,2600 Ec Reems Ct,Oakland,CA,94605-4055,Alameda,13,123,0, ,37.76092,-122.16336, ,2008/07/07 00:00:00+00
-122.163260000349,37.7611200003877,373,EE CLEVELAND MANOR* (2),2611 Ec Reems Ct,Oakland,CA,94605-4075,Alameda,13,54,2,HOPE SENIOR HOUSING CORPORATION,37.76112,-122.16326,Non-Profit,2045/03/01 00:00:00+00
-122.161589999779,37.7612500000875,374,GATEWOOD COMMONS,2700 Ec Reems Ct,Oakland,CA,94605-4006,Alameda,13,120,1,CORP FOR BETTER HSG,37.76125,-122.16159,Non-Profit,2028/12/31 00:00:00+00
-122.162790000258,37.7615300004093,375, ,2640 Ec Reems Ct,Oakland,CA,94605-4054,Alameda,13,12,1, ,37.76153,-122.16279, ,2032/05/17 00:00:00+00
-122.164510000436,37.7623499995529,376,MACARTHUR BLVD. ( 04 & 05 ),8300 MacArthur Blvd,Oakland,CA,94605-3574,Alameda,13,20,1, ,37.76235,-122.16451,For Profit,2019/12/31 00:00:00+00
-122.193649999748,37.7624800001519,377,INTERNATIONAL BOULEVARD FAMILY HOUSING* (2),6600 International Blvd,Oakland,CA,94621-3624,Alameda,13,30,1,RESOURCES FOR COMMUNITY DEVELOPMENT,37.76248,-122.19365,Non-Profit,2030/12/31 00:00:00+00
-122.194300000045,37.7628700001504,378,SINGLE FAMILY HOUSE,1440 65th Ave,Oakland,CA,94621-3804,Alameda,13,1,0, ,37.76287,-122.1943,For Profit,2017/12/31 00:00:00+00
-122.171219999603,37.7641499998227,379,2648 PARKER AVENUE,2648 Parker Ave,Oakland,CA,94605-3270,Alameda,13,4,1, ,37.76415,-122.17122,For Profit,2020/12/31 00:00:00+00
-122.174940000281,37.7644199996833,380,109 Scattered,2508 76th Ave,Oakland,CA,94605-2864,Alameda,13,232,0,Oakland Housing Authority,37.76442,-122.17494, ,
-122.168700000305,37.7647000000051,381,EAST BAY TRANSIT HOMES,2787 79th Ave,Oakland,CA,94605-3327,Alameda,13,12,1,"EAST BAY TRANSITIONAL HOMES, INC.",37.7647,-122.1687,Non-Profit,2025/05/01 00:00:00+00
-122.198509999937,37.764780000097,382,STANLEY AVENUE APARTMENTS* (2),6006 International Blvd,Oakland,CA,94621-4299,Alameda,13,24,1,RESOURCES FOR COMMUNITY DEVELOPMENT,37.76478,-122.19851,For Profit,2023/07/23 00:00:00+00
-122.168390000398,37.7664800002519,383,7801 MACARTHUR BLVD,7801 MacArthur Blvd,Oakland,CA,94605-3366,Alameda,13,4,1, ,37.76648,-122.16839, ,
-122.179230000264,37.7681400003608,384,UNITED SENIORS HOUSING AT THE EASTMONT TOWN CENTER,2520 Church St,Oakland,CA,94605-2099,Alameda,13,69,1,CENTRAL CALLEY COALITION FOR AFFORDABLE HSG,37.76814,-122.17923,For Profit,2021/12/31 00:00:00+00
-122.174289999984,37.7695499997328,385,Foothill Family,6920 Foothill Blvd,Oakland,CA,94605-2433,Alameda,13,65,1,Oakland Housing Authority,37.76955,-122.17429, ,
-122.175809999932,37.7697400004008,386,FOOTHILL FAMILY APARTMENTS,6946 Foothill Blvd,Oakland,CA,94605-2401,Alameda,13,65,0,OAKLAND HSG INITIATIVES INC,37.76974,-122.17581,For Profit,2016/12/31 00:00:00+00
-122.177369999926,37.7699599997542,387,EASTMONT COURT RENTAL HOUSING* (2),6850 Foothill Blvd,Oakland,CA,94605-2444,Alameda,13,19,1,"Eastmont Court, INC.",37.76996,-122.17737,Non-Profit,2025/03/11 00:00:00+00
-122.183959999854,37.7703600002139,388,KENNETH HENRY COURT,6475 Foothill Blvd,Oakland,CA,94605-2029,Alameda,13,51,1,KENNETH HENRY COURT LP* (2),37.77036,-122.18396,Multiple,2026/12/31 00:00:00+00
-122.185220000403,37.7703899997987,389,FOOTHILL PLAZA,2701 64th Ave,Oakland,CA,94605-2003,Alameda,13,54,0, ,37.77039,-122.18522,For Profit,2017/12/31 00:00:00+00
-122.195340000341,37.7714399996563,390,Bancroft Senior Homes,5636 Bancroft Ave,Oakland,CA,94605-1065,Alameda,13,61,0,"Bancroft Senior Homes, INC.",37.77144,-122.19534,Non-Profit,2016/09/30 00:00:00+00
-122.196579999967,37.7720299998846,391,BANCROFT SENIOR HOUSING,2320B 55th Ave,Oakland,CA,94605,Alameda,13,61,1, ,37.77203,-122.19658, ,2023/08/18 00:00:00+00
-122.19959999984,37.7731599998341,392,5338 BELVEDERE STREET,5338 Belvedere St,Oakland,CA,94601-5444,Alameda,13,4,0,REVEREND SHEARD,37.77316,-122.1996,For Profit,2018/12/31 00:00:00+00
-122.221650000447,37.7743400002908,393,LAS BOUGAINVILLEAS,1223 37th Ave,Oakland,CA,94601-3437,Alameda,13,68,1,"Las Bougainvilleas Senior Housing, INC",37.77434,-122.22165,Non-Profit,2018/03/31 00:00:00+00
-122.223890000323,37.7760599995694,394,FRUITVALE TRANSIT VILLAGE,3400 E 12th St,Oakland,CA,94601,Alameda,13,10,1, ,37.77606,-122.22389, ,2024/09/01 00:00:00+00
-122.217309999957,37.7783800004367,395,110 Scattered,1853 38th Ave,Oakland,CA,94601-3661,Alameda,13,250,0,Oakland Housing Authority,37.77838,-122.21731, ,
-122.22867000042,37.7791900000186,396,SEVEN DIRECTIONS,2946 International Blvd,Oakland,CA,94601-2215,Alameda,13,36,2,SEVEN DIRECTIONS MGMT LLC,37.77919,-122.22867, ,2028/08/30 00:00:00+00
-122.218139999561,37.7804499996678,397,111 Scattered,3634 Foothill Blvd,Oakland,CA,94601-3601,Alameda,13,227,0,Oakland Housing Authority,37.78045,-122.21814, ,
-122.233010000011,37.7805400002209,398,ST JOSEPH'S SENIOR APARTMENTS,2647 International Blvd,Oakland,CA,94601,Alameda,13,84,3,BRIDGE TOWER LLC,37.78054,-122.23301, ,2034/12/17 00:00:00+00
-122.233930000169,37.7815999996403,399,HISMEN HIN - NU TERRACE* (2),2555 International Blvd,Oakland,CA,94601-1542,Alameda,13,92,2,E 14TH STREET INC,37.7816,-122.23393,Multiple,2024/12/31 00:00:00+00
-122.233159999734,37.7818700004003,400,DRASNIN MANOR APTS* (2),2530 International Blvd,Oakland,CA,94601-1557,Alameda,13,26,1,DRASNIN MANOR LP* (2),37.78187,-122.23316,Multiple,2027/12/31 00:00:00+00
-122.219790000108,37.7828299997048,401,CASA VELASCO,3430 Foothill Blvd,Oakland,CA,94601-3154,Alameda,13,20,2,CASITAS OF HAYWARD* (2),37.78283,-122.21979,Multiple,2024/02/29 00:00:00+00
-122.230790000158,37.7830000003498,402,OAK PARK APARTMENTS,2618 E 16th St,Oakland,CA,94601-1667,Alameda,13,35,1,OAK PARK MGMT LLC,37.783,-122.23079,For Profit,2017/12/31 00:00:00+00
-122.228539999821,37.7839700001155,403,1811 27TH AVENUE,1811 27th Ave,Oakland,CA,94601-1780,Alameda,13,42,0, ,37.78397,-122.22854,For Profit,2016/12/31 00:00:00+00
-122.227320000218,37.7844000001599,404,THE ORCHARDS ON FOOTHILL,2719 Foothill Blvd,Oakland,CA,94601-1791,Alameda,13,65,2,AFFORDABLE HSG ASSOC,37.7844,-122.22732,Non-Profit,2029/06/30 00:00:00+00
-122.222190000168,37.7853400003408,405,POSADA DE COLORES,2221 Fruitvale Ave,Oakland,CA,94601-2557,Alameda,13,100,2,Posada de Colores,37.78534,-122.22219,Non-Profit,2019/10/01 00:00:00+00
-122.211709999817,37.786680000082,406,MARK TWAIN SENIOR COMMUNITY CENTER,3525 Lyon Ave,Oakland,CA,94601-3870,Alameda,13,106,1,MARK TWAIN SENIOR COMMUNITY CENTER,37.78668,-122.21171,For Profit,2026/12/31 00:00:00+00
-122.242109999677,37.7882699996608,407,TRICON I,1729 E 15th St,Oakland,CA,94606-4553,Alameda,13,9,0, ,37.78827,-122.24211,For Profit,2017/12/31 00:00:00+00
-122.230730000089,37.7897499995629,408,23RD AVENUE PROJECT,2231 23rd Ave,Oakland,CA,94606-4281,Alameda,13,4,1, ,37.78975,-122.23073,For Profit,2018/12/31 00:00:00+00
-122.253880000162,37.7928199999431,409,CLINTON COMMONS,720 E 11th St,Oakland,CA,94606,Alameda,13,54,2,EAST 11TH LP A CA LP,37.79282,-122.25388,Non-Profit,2034/02/04 00:00:00+00
-122.226449999668,37.7929299996198,410,2627 INYO AVE,2627 Inyo Ave,Oakland,CA,94601-1323,Alameda,13,1,0, ,37.79293,-122.22645,For Profit,2019/12/31 00:00:00+00
-122.213429999994,37.7934199997333,411,3142 COOLIDGE AVENUE,3142 Coolidge Ave,Oakland,CA,94602-2771,Alameda,13,4,0, ,37.79342,-122.21343,For Profit,2018/12/31 00:00:00+00
-122.251409999572,37.7934900002634,412,OAK VILLAGE APARTMENTS,801 14th St,Oakland,CA,94607-3259,Alameda,13,117,1,LAS PALMAS FOUNDATION,37.79349,-122.25141,For Profit,2018/12/31 00:00:00+00
-122.238900000035,37.7941999997303,413,SAN ANTONIO TERRACE,1485 E 22nd St,Oakland,CA,94606-4075,Alameda,13,23,0,SAN ANTONIO TERRACE INC,37.7942,-122.2389,For Profit,2020/12/31 00:00:00+00
-122.266389999699,37.7956399995863,414,MERRITT CROSSING,609 Oak St,Oakland,CA,94607,Alameda,13,69,1,6TH & OAK ASSOC LP,37.79564,-122.26639,Non-Profit,2026/12/31 00:00:00+00
-122.268140000361,37.7963800004367,415, ,116 6th St,Oakland,CA,94607,Alameda, ,60,1, ,37.79638,-122.26814, ,2033/07/17 00:00:00+00
-122.246579999867,37.7965599997443,416,"OAKLAND , CITY OF",829 E 19th St,Oakland,CA,94606-2567,Alameda,13,21,0, ,37.79656,-122.24658, ,2011/01/01 00:00:00+00
-122.256679999782,37.7966500002973,417,Eldridge Gonaway Co,275 E 12th St,Oakland,CA,94606-2246,Alameda,13,40,1,"ELDRIDGE, LP* (2)",37.79665,-122.25668,For Profit,2033/09/30 00:00:00+00
-122.256730000289,37.7969299997197,418,JL RICHARDS TERRACE APARTMENTS* (3),250 E 12th St,Oakland,CA,94606-2247,Alameda,13,80,3,Evergreen Terrace Corp* (2),37.79693,-122.25673,Non-Profit,2047/08/01 00:00:00+00
-122.256980000127,37.7973799997872,419,IRENE COOPER TERRACE SENIOR HOUSING,1218 2nd Ave,Oakland,CA,94606,Alameda,13,40,1, ,37.79738,-122.25698, ,2023/07/03 00:00:00+00
-122.242060000069,37.7973900002484,420,SANTANA APARTMENTS,2220 10th Ave,Oakland,CA,94606-2671,Alameda,13,30,1,MERCY PROPERTIES INC,37.79739,-122.24206,For Profit,2022/12/31 00:00:00+00
-122.257660000009,37.7977800002469,421,LAKEMOUNT APARTMENTS,136 E 12th St,Oakland,CA,94606-2271,Alameda,13,66,1,"Lakemount, LLC",37.79778,-122.25766,For Profit,2029/06/30 00:00:00+00
-122.257189999919,37.7990300003343,422,LAKE MERRITT APARTMENTS,1417 1st Ave,Oakland,CA,94606-1676,Alameda,13,55,1,LAKE MERRITT PRESERVATION PARTNERS LLC* (2),37.79903,-122.25719,For Profit,2025/10/31 00:00:00+00
-122.264220000353,37.7990900004032,423,OAK STREET TERRACE,1109 Oak St,Oakland,CA,94607-4904,Alameda,13,39,1,AFFORDABLE HSG ASSOC,37.79909,-122.26422,For Profit,2018/12/31 00:00:00+00
-122.214080000292,37.7998900004233,424,LINCOLN COURT SENIOR HOUSING,2400 MacArthur Blvd,Oakland,CA,94602-2999,Alameda,13,82,2,DOMUS DEVELOPMENT LLC,37.79989,-122.21408,For Profit,2028/04/03 00:00:00+00
-122.255279999972,37.7999200000081,425,ROSS OF SHARON HOMES* (2),1600 Lakeshore Ave,Oakland,CA,94606-1684,Alameda,13,143,2,ROSE OF SHARON SENIOR HOMES INC* (2),37.79992,-122.25528,For Profit,2030/12/31 00:00:00+00
-122.24027000026,37.8000099996618,426,112 Scattered,2530 9th Ave,Oakland,CA,94606-2184,Alameda,13,218,0,Oakland Housing Authority,37.80001,-122.24027, ,
-122.214949999943,37.8001000002149,427,2276 MACARTHUR BLVD.,2276 MacArthur Blvd,Oakland,CA,94602-2307,Alameda,13,9,0, ,37.8001,-122.21495,For Profit,2018/12/31 00:00:00+00
-122.221319999618,37.8001899998687,428,"THE ALTENHEIM SENIOR HOUSING , PHASE 2* (2)",1720 MacArthur Blvd,Oakland,CA,94602-1766,Alameda,13,93,4,NEW ALTENHEIM PARTNERS LP* (2),37.80019,-122.22132,Non-Profit,2030/10/31 00:00:00+00
-122.274570000105,37.8003999996603,429,MADRONE HOTEL,477 8th St,Oakland,CA,94607-3966,Alameda,13,32,1,MADRONE HOTEL INC,37.8004,-122.27457,For Profit,2018/12/31 00:00:00+00
-122.206590000228,37.8005199997982,430,COOLIDGE COURT,3800 Coolidge Ave,Oakland,CA,94602-3311,Alameda,13,19,1, ,37.80052,-122.20659, ,2020/07/31 00:00:00+00
-122.218919999558,37.8008499997277,431,Adel Court,2001 MacArthur Blvd,Oakland,CA,94602-2261,Alameda,13,30,1,Oakland Housing Authority,37.80085,-122.21892, ,
-122.205699999655,37.8013700003253,432,COOLIDGE COURT,3850 Coolidge Ave,Oakland,CA,94602-3370,Alameda,13,19,1,Fred Finch Youth Center,37.80137,-122.2057,Non-Profit,2018/06/30 00:00:00+00
-122.264289999983,37.8017499998626,433,MADISON APARTMENTS,160 14th St,Oakland,CA,94612-4360,Alameda,13,79,2,AFFORDABLE HSG ASSOC,37.80175,-122.26429, ,2029/04/17 00:00:00+00
-122.275630000424,37.8019100000465,434,SWAN'S MARKET HALL APARTMENTS,918 Clay St,Oakland,CA,94607-3909,Alameda,13,18,1,SWAN'S MARKET INC,37.80191,-122.27563,For Profit,2029/12/31 00:00:00+00
-122.267699999855,37.8019999997003,435,FRANK G. MAR COMMUNITY HOUSING,283 13th St,Oakland,CA,94612-3901,Alameda,13,119,1,MAR HSG INC,37.802,-122.2677,For Profit,2020/12/31 00:00:00+00
-122.267340000341,37.8020500002074,436,Hotel Oakland,270 13th St,Oakland,CA,94612-4801,Alameda,13,315,2,Hotel Oakland Associates,37.80205,-122.26734,For Profit,2046/10/01 00:00:00+00
-122.270719999728,37.8025000002748,437,ST MARKS APARTMENTS* (2),394 12th St,Oakland,CA,94607-4267,Alameda,13,102,2,Ron Nelson,37.8025,-122.27072,For Profit,2048/11/01 00:00:00+00
-122.216650000097,37.8026700000206,438,BETH ASHER,3649 Dimond Ave,Oakland,CA,94602-2260,Alameda,13,50,1,"SATELLITE SENIOR HOMES, INC",37.80267,-122.21665,Non-Profit,2026/09/30 00:00:00+00
-122.261809999832,37.8030100004112,439,NOBLE TOWERS APARTMENTS* (2),1515 Lakeside Dr,Oakland,CA,94612-4558,Alameda,13,195,3,"NOBLE TOWER PRESERVATION, L.P.* (2)",37.80301,-122.26181,For Profit,2035/10/01 00:00:00+00
-122.267590000178,37.8031400001109,440,THE HARRISON HOTEL* (2),1415 Harrison St,Oakland,CA,94612-3922,Alameda,13,81,1,RESOURCES FOR COMMUNITY DEVELOPMENT,37.80314,-122.26759,For Profit,2026/12/31 00:00:00+00
-122.266110000276,37.8032000001799,441,SOUTHLAKE TOWERS APARTMENTS* (3),1501 Alice St,Oakland,CA,94612-4152,Alameda,13,130,2,"CCHNC South Lake Towers, Inc., a CA nonprofit corp.",37.8032,-122.26611,Non-Profit,2034/08/01 00:00:00+00
-122.267409999972,37.8034200004327,442,COIT APARTMENTS,1445 Harrison St,Oakland,CA,94612-3934,Alameda,13,106,1,JACK SUMSKI,37.80342,-122.26741,For Profit,2025/12/31 00:00:00+00
-122.28499999995,37.8035199996483,443,Morh I Housing,741 Filbert St,Oakland,CA,94607-3107,Alameda,13,126,1,"MORH Housing Associates, LP* (2)",37.80352,-122.285,For Profit,2032/12/31 00:00:00+00
-122.28499999995,37.8035199996483,444,MORH I HOUSING,701 Filbert St,Oakland,CA,94607,Alameda,13,124,1,MORH 1 HSG ASSOC,37.80352,-122.285,For Profit,2029/12/31 00:00:00+00
-122.285619999763,37.8042399995764,445,City Towers Apartments* (2),1065 8th St,Oakland,CA,94607-2615,Alameda,13,231,2,KDF COMMUNITIES* (2),37.80424,-122.28562,For Profit,2026/12/31 00:00:00+00
-122.266580000367,37.8047600001739,446,HARRISON STREET,1621 Harrison St,Oakland,CA,94612-3332,Alameda,13,101,1,Oakland Housing Authority,37.80476,-122.26658, ,
-122.26652999986,37.8048400002659,447,HARRISON STREET SENIOR HSG* (2),1633 Harrison St,Oakland,CA,94612-3366,Alameda,13,73,1,HARRISON STREET SENIOR HSG ASSSOCIATES LP* (2),37.80484,-122.26653,Multiple,2026/12/31 00:00:00+00
-122.292269999761,37.8048699998507,448,Mandela Gateway,1350 7th St,Oakland,CA,94607-1993,Alameda,13,168,2,Oakland Housing Authority* (2),37.80487,-122.29227,For Profit,2018/12/31 00:00:00+00
-122.280210000291,37.8049699999656,449,JACK LONDON GATEWAY SENIOR HOUSING,989 Brush St,Oakland,CA,94607-3162,Alameda,13,61,1,JLG SENIOR HSG LLC,37.80497,-122.28021,Non-Profit,2023/12/31 00:00:00+00
-122.2818700004,37.8053700004252,450,ST. MARY'S GARDENS APARTMENTS* (3),801 10th St,Oakland,CA,94607-3277,Alameda,13,101,3,St. Mary's Elderly Housing Corp.,37.80537,-122.28187,Non-Profit,2053/09/01 00:00:00+00
-122.290049999908,37.8055899997787,451,PERALTA VILLAGE,825 Union St,Oakland,CA,94607,Alameda,13,390,1,Oakland Housing Authority,37.80559,-122.29005, ,
-122.294379999937,37.8056499998477,452,MANDELA GATEWAY RENTAL HOUSING,1420 7th St,Oakland,CA,94607-1931,Alameda,13,8,1, ,37.80565,-122.29438, ,2025/03/15 00:00:00+00
-122.274619999713,37.8058799996623,453,SAVOY,1424 Jefferson St,Oakland,CA,94612,Alameda, ,102,2,JEFFERSON OAKS LP,37.80588,-122.27462,Non-Profit,2029/02/11 00:00:00+00
-122.274900000035,37.8058999996853,454,C. L. DELLUMS APARTMENTS,644 14th St,Oakland,CA,94612-1253,Alameda,13,73,1,644 14TH STREET INC,37.8059,-122.2749,For Profit,2024/12/31 00:00:00+00
-122.286519999898,37.8063600002139,455,Town Center at Acorn,1143 10th St,Oakland,CA,94607-2707,Alameda,13,25,1,"BRIDGE West Oakland Housing, Inc.",37.80636,-122.28652,Non-Profit,2034/08/31 00:00:00+00
-122.28159999964,37.8063800002369,456,Beth Eden Housing Development* (2),1100 Market St,Oakland,CA,94607-3238,Alameda,13,54,0,"Beth Eden Hsg. Dev., a Calif. Non-profit Corp.",37.80638,-122.2816,Non-Profit,2016/12/31 00:00:00+00
-122.274610000151,37.8065999995904,457,THE CLARIDGE HOTEL ( RIDGE HOTEL ),634 15th St,Oakland,CA,94612-1203,Alameda,13,202,1, ,37.8066,-122.27461,For Profit,2024/12/31 00:00:00+00
-122.300780000097,37.8066599996593,458,SLIM JENKINS COURT,700 Willow St,Oakland,CA,94607-1313,Alameda,13,32,0,OAKLAND HSG ASSISTANCE CORP,37.80666,-122.30078,For Profit,2020/12/31 00:00:00+00
-122.224160000184,37.8067100001664,459,SATELLITE FIRST COMMUNITIES,4135 Park Blvd,Oakland,CA,94602,Alameda, ,346,1,SATELLITE FIRST COMMUNITIES LP,37.80671,-122.22416,Non-Profit,2026/12/31 00:00:00+00
-122.273230000364,37.8068900003732,460,Oak Grove South,570 16th St,Oakland,CA,94612-1560,Alameda,13,75,1,Oakland Housing Authority,37.80689,-122.27323, ,
-122.27572999964,37.807040000096,461,JAMES LEE COURT,690 15th St,Oakland,CA,94612-1200,Alameda,13,26,1,OAKLAND HSG ASSITANCE CORP,37.80704,-122.27573,For Profit,2029/02/04 00:00:00+00
-122.302259999999,37.8076399998861,462,MARCUS GARVEY COMMONS,721 Wood St,Oakland,CA,94607-1116,Alameda,13,22,1,GOSSWOOD HSG INC,37.80764,-122.30226,For Profit,2022/12/31 00:00:00+00
-122.274309999807,37.8079800002769,463,Oak Grove North,620 17th St,Oakland,CA,94612-1350,Alameda,13,77,1,Oakland Housing Authority,37.80798,-122.27431, ,
-122.293169999896,37.8080699999306,464,"OAKLAND POINT, LP* (2)",1448 10th St,Oakland,CA,94607-1912,Alameda,13,31,1,WEST OAKLAND NEIGHBORHOOD HSG CORP* (2),37.80807,-122.29317,For Profit,2030/12/31 00:00:00+00
-122.281010000311,37.8084199998831,465,OAK CENTER TOWERS,1515 Market St,Oakland,CA,94607-5001,Alameda,13,196,2,"Oak Centers, L.P.* (2)",37.80842,-122.28101,For Profit,2025/06/30 00:00:00+00
-122.271519999748,37.8084900004133,466,FOX COURTS,555 19th St,Oakland,CA,94612-1583,Alameda,13,80,1,FOX COURTS LLC,37.80849,-122.27152, ,2023/12/31 00:00:00+00
-122.282499999775,37.8089199995584,467,Lottie Johnson Apartments,970 14th St,Oakland,CA,94607-3280,Alameda,13,27,1,"Lottie Johnson Memorial Housing, INC., NP",37.80892,-122.2825,Non-Profit,2018/06/30 00:00:00+00
-122.269810000031,37.8090599997192,468,UPTOWN APARTMENTS,500 William St,Oakland,CA,94612-1183,Alameda,13,665,1,UPTOWN APTS LLC,37.80906,-122.26981, ,2022/12/31 00:00:00+00
-122.29860000029,37.8094499997177,469,CAMPBELL VILLAGE,1667 10th St,Oakland,CA,94607,Alameda,13,154,1,Oakland Housing Authority,37.80945,-122.2986, ,
-122.293330000079,37.8096999995554,470,ST PATRICK'S TERRACE,1212 Center St,Oakland,CA,94607-2056,Alameda,13,66,1,"Satellite St. Patrick's Terrace, LLC",37.8097,-122.29333,Non-Profit,2026/09/30 00:00:00+00
-122.27319999988,37.8097599996244,471,SAN PABLO HOTEL,1955 San Pablo Ave,Oakland,CA,94612-1367,Alameda,13,144,1,SAN PABLO RENAISSANCE INC,37.80976,-122.2732,For Profit,2024/12/31 00:00:00+00
-122.269649999848,37.8104400004057,472,HAMILTON APARTMENTS,510 21st St,Oakland,CA,94612-1693,Alameda,13,93,1,2101 TELEGRAPH AVENUE INC,37.81044,-122.26965,For Profit,2027/12/31 00:00:00+00
-122.270170000445,37.8105399996213,473,SATELLITE CENTRAL,540 21st St,Oakland,CA,94612-1644,Alameda,13,352,1,Satellite First Communities LP,37.81054,-122.27017,For Profit,2031/07/31 00:00:00+00
-122.298660000359,37.8107500003123,474,1714 - 1716 ELEVENTH STREET,1714 11th St,Oakland,CA,94607-1411,Alameda,13,2,1, ,37.81075,-122.29866,For Profit,2019/12/31 00:00:00+00
-122.278659999859,37.8107599998742,475,"Oak Center Homes , Inc",850 18th St,Oakland,CA,94607-3310,Alameda,13,89,1,Oak Center Homes II,37.81076,-122.27866,For Profit,2032/09/30 00:00:00+00
-122.299619999663,37.8109499996428,476, ,1028 Wood St,Oakland,CA,94607,Alameda, ,14,1, ,37.81095,-122.29962, ,2027/08/14 00:00:00+00
-122.282909999797,37.8118400002159,477,HOMES NOW IN THE COMMUNITY,1800 Linden St,Oakland,CA,94607-2854,Alameda,13,10,2,West Oakland Health Facilities Development Corp.,37.81184,-122.28291,Non-Profit,2031/03/31 00:00:00+00
-122.27020000003,37.8129399996813,478,Providence House,540 23rd St,Oakland,CA,94612-1724,Alameda,13,41,2,"Providence Supportive Housing
Providence House, Gamelin-CA Assoc.* (2)",37.81294,-122.2702,Non-Profit,2032/02/01 00:00:00+00
-122.298179999807,37.8133600001639,479,IRONHORSE AT CENTRAL STATION,1801 14th St,Oakland,CA,94607-1563,Alameda,13,99,1,BRIDGE TOWER LLC,37.81336,-122.29818, ,2023/12/31 00:00:00+00
-122.269729999939,37.8137300001395,480,NORTHGATE TERRACE,550 24th St,Oakland,CA,94612-1757,Alameda,13,201,1,Northgate Terrace Community Partners LP* (2),37.81373,-122.26973,Non-Profit,2035/05/31 00:00:00+00
-122.257669999571,37.8145100001365,481,"Vernon Street Housing , Inc.",269 Vernon St,Oakland,CA,94610-4181,Alameda,13,13,0,"Vernon Street Housing, Inc.",37.81451,-122.25767,Non-Profit,2016/02/29 00:00:00+00
-122.282339999591,37.8153300001794,482,CHESTNUT LINDEN COURT,1060 W Grand Ave,Oakland,CA,94607-2951,Alameda,13,151,1,BRIDGE HSG VENTURES INC,37.81533,-122.28234,Non-Profit,2017/12/31 00:00:00+00
-122.268519999898,37.8159999996004,483,NORTHGATE APARTMENTS,2301 Northgate Ave,Oakland,CA,94612-1778,Alameda,13,42,2,RESOURCES FOR COMMUNITY DEVELOPMENT,37.816,-122.26852,For Profit,2025/02/26 00:00:00+00
-122.26227000036,37.8159999996004,484,Westlake Christian Terrace I,251 28th St,Oakland,CA,94611-6063,Alameda,13,200,1,"Westlake Christian Terrace East, LP* (2)",37.816,-122.26227,For Profit,2035/02/28 00:00:00+00
-122.262560000244,37.8160500001075,485,WESTLAKE CHRISTIAN TERRACE II,275 28th St,Oakland,CA,94611-6064,Alameda,13,200,2,"Westlake Christian Terrace West, LLC",37.81605,-122.26256,For Profit,2036/12/01 00:00:00+00
-122.262569999806,37.8162399998761,486,Valdez Plaza Apartments,280 28th St,Oakland,CA,94611-6065,Alameda,13,150,2,"Satellite Senior Homes II, INC",37.81624,-122.26257,Non-Profit,2045/10/01 00:00:00+00
-122.282419999683,37.8164499996678,487,Chestnut Court,2300 Chestnut St,Oakland,CA,94607,Alameda,13,72,1,Oakland Housing Authority,37.81645,-122.28242, ,
-122.283609999702,37.8164699996908,488,ADELINE STREET LOFTS,2320 Adeline St,Oakland,CA,94607,Alameda,13,38,1, ,37.81647,-122.28361, ,2019/03/15 00:00:00+00
-122.265809999931,37.8166299998746,489,HARP PLAZA,430 28th St,Oakland,CA,94609-3624,Alameda,13,20,1, ,37.81663,-122.26581,For Profit,2025/12/31 00:00:00+00
-122.259819999793,37.8169199997582,490,236 29TH ST,236 29th St,Oakland,CA,94611-5923,Alameda,13,8,1, ,37.81692,-122.25982, ,
-122.275530000309,37.8169900002883,491,SAN PABLO SUITES,2551 San Pablo Ave,Oakland,CA,94612-1159,Alameda,13,43,1, ,37.81699,-122.27553,For Profit,2022/12/31 00:00:00+00
-122.283210000141,37.8170399998961,492,ADELINE STREET LOFTS,1131 24th St,Oakland,CA,94607-2412,Alameda,13,38,0,AFFORDABLE HSG ASSOC,37.81704,-122.28321,For Profit,2016/12/31 00:00:00+00
